TOUCH_KIND: 3
1 @ {251.5, 289} @ 82391.689675
1 @ {250, 276} @ 82391.706378
1 @ {248, 268.5} @ 82391.722810
3 @ {246, 266.5} @ 82391.739423
TOUCH_KIND: 3
0 @ {141, 285} @ 82394.939586
1 @ {147, 258} @ 82394.973016
1 @ {148.5, 255} @ 82394.989671
1 @ {149, 254} @ 82395.006223
1 @ {149.5, 253.5} @ 82395.039562
3 @ {153.5, 268.5} @ 82395.056199
TOUCH_KIND: 3
0 @ {186.5, 279} @ 82396.739570
1 @ {202, 251.5} @ 82396.789565
1 @ {204.5, 249.5} @ 82396.806660
1 @ {206, 249} @ 82396.823041
1 @ {212.5, 240.5} @ 82396.839580
1 @ {217.5, 225} @ 82396.856313
3 @ {219.5, 223} @ 82396.872746
TOUCH_KIND: 3
0 @ {49.5, 264.5} @ 82398.356198
1 @ {52, 249.5} @ 82398.373308
1 @ {53, 239} @ 82398.389884
1 @ {53, 232.5} @ 82398.406298
1 @ {53, 216.5} @ 82398.422996
1 @ {53.5, 206.5} @ 82398.439449
3 @ {53.5, 204.5} @ 82398.456065
TOUCH_KIND: 3
0 @ {173, 321} @ 82400.356304
1 @ {168, 294} @ 82400.422929
1 @ {167, 289} @ 82400.439832
1 @ {167.5, 288} @ 82400.456440
1 @ {168.5, 285} @ 82400.472987
1 @ {169, 274.5} @ 82400.489718
3 @ {173, 262.5} @ 82400.506296
TOUCH_KIND: 3
0 @ {178.5, 317} @ 82401.956266
1 @ {148.5, 295} @ 82401.973196
1 @ {142, 290.5} @ 82401.990104
1 @ {141.5, 290.5} @ 82402.006313
1 @ {142, 290} @ 82402.022996
1 @ {153.5, 290} @ 82402.056242
3 @ {188, 299.5} @ 82402.072880
TOUCH_KIND: 3
0 @ {72.5, 328.5} @ 82403.639544
1 @ {77, 311.5} @ 82403.672898
1 @ {82.5, 307} @ 82403.689852
1 @ {85, 306} @ 82403.706436
1 @ {92.5, 300} @ 82403.722982
1 @ {105, 280.5} @ 82403.739460
3 @ {107, 278.5} @ 82403.756117
TOUCH_KIND: 3
0 @ {173.5, 393.5} @ 82407.456453
1 @ {205.5, 369.5} @ 82407.539552
1 @ {212.5, 368} @ 82407.556433
1 @ {217, 367.5} @ 82407.572976
1 @ {223.5, 366.5} @ 82407.589795
1 @ {237.5, 358.5} @ 82407.606350
3 @ {249, 346} @ 82407.622909
TOUCH_KIND: 3
0 @ {165, 365} @ 82837.089645
1 @ {185, 352} @ 82837.123027
1 @ {190, 346.5} @ 82837.139874
1 @ {191, 345} @ 82837.156527
1 @ {191.5, 344} @ 82837.173052
1 @ {194.5, 341.5} @ 82837.189809
1 @ {213.5, 330} @ 82837.206347
1 @ {222, 330} @ 82837.223236
3 @ {224, 330.5} @ 82837.239708
TOUCH_KIND: 3
0 @ {59, 305} @ 82845.756599
1 @ {87, 293} @ 82845.789614
1 @ {97.5, 289} @ 82845.806590
1 @ {101, 288.5} @ 82845.822994
1 @ {103, 288} @ 82845.839860
1 @ {105, 287.5} @ 82845.856565
1 @ {119.5, 282.5} @ 82845.873022
1 @ {130, 277.5} @ 82845.889690
1 @ {134.5, 277.5} @ 82845.906413
3 @ {136.5, 278.5} @ 82845.923000
TOUCH_KIND: 3
0 @ {5.5, 538} @ 82852.089667
1 @ {18.5, 532.5} @ 82852.222852
1 @ {46.5, 527} @ 82852.239848
1 @ {53.5, 524} @ 82852.256445
1 @ {77.5, 519} @ 82852.273028
1 @ {86.5, 517} @ 82852.289681
1 @ {88, 516.5} @ 82852.306360
1 @ {91, 515} @ 82852.322942
1 @ {92, 514.5} @ 82852.339756
3 @ {95, 518} @ 82852.356170
TOUCH_KIND: 3
0 @ {51, 322.5} @ 82858.090787
1 @ {58.5, 322.5} @ 82858.122972
1 @ {86.5, 304} @ 82858.139799
1 @ {94.5, 300} @ 82858.156511
1 @ {97.5, 298} @ 82858.172980
1 @ {100.5, 296} @ 82858.189773
1 @ {110.5, 292} @ 82858.206313
1 @ {125.5, 281.5} @ 82858.222921
1 @ {131, 277.5} @ 82858.239544
1 @ {134, 277.5} @ 82858.256268
3 @ {139, 281} @ 82858.272896
TOUCH_KIND: 3
0 @ {86, 439.5} @ 82873.056356
1 @ {122, 431.5} @ 82873.156373
1 @ {127.5, 429.5} @ 82873.173140
1 @ {131.5, 428} @ 82873.189693
1 @ {144.5, 423} @ 82873.206450
1 @ {155.5, 418} @ 82873.222974
1 @ {161.5, 417.5} @ 82873.239542
3 @ {166.5, 420.5} @ 82873.256407
TOUCH_KIND: 3
0 @ {298.5, 244} @ 82897.856277
1 @ {283.5, 253} @ 82897.939640
1 @ {276, 258.5} @ 82897.956431
1 @ {258.5, 271.5} @ 82897.973118
1 @ {250.5, 280} @ 82897.989938
3 @ {245.5, 287.5} @ 82898.006406
TOUCH_KIND: 3
0 @ {264, 175} @ 82900.072882
1 @ {243.5, 179.5} @ 82900.122843
1 @ {236.5, 181.5} @ 82900.139868
1 @ {234, 182} @ 82900.156519
1 @ {232.5, 182.5} @ 82900.172860
1 @ {230, 183.5} @ 82900.189629
1 @ {221, 189} @ 82900.206397
3 @ {215.5, 193} @ 82900.222848
TOUCH_KIND: 3
0 @ {233.5, 285} @ 82904.123104
1 @ {223, 286} @ 82904.156156
1 @ {206, 287.5} @ 82904.173094
1 @ {201, 287.5} @ 82904.189609
1 @ {198.5, 287.5} @ 82904.206378
1 @ {198, 287.5} @ 82904.223057
3 @ {211, 288} @ 82904.239661
TOUCH_KIND: 3
0 @ {229.5, 280} @ 82906.689567
1 @ {202, 290} @ 82906.722963
1 @ {197, 292.5} @ 82906.739855
1 @ {195, 294} @ 82906.756258
1 @ {194.5, 294} @ 82906.773052
1 @ {192.5, 294} @ 82906.789661
1 @ {168.5, 306} @ 82906.806420
1 @ {168, 312.5} @ 82906.822940
3 @ {166, 314.5} @ 82906.839516
TOUCH_KIND: 3
0 @ {192, 341.5} @ 82910.789657
1 @ {181, 345} @ 82910.806787
1 @ {165, 348.5} @ 82910.823103
1 @ {159.5, 349.5} @ 82910.839781
1 @ {153.5, 350} @ 82910.856534
1 @ {130, 359} @ 82910.873026
1 @ {130, 365.5} @ 82910.889471
3 @ {131.5, 367.5} @ 82910.906212
TOUCH_KIND: 3
0 @ {165.5, 451.5} @ 82917.306235
1 @ {188.5, 446.5} @ 82917.323073
1 @ {193, 445} @ 82917.341058
1 @ {194, 444.5} @ 82917.356379
1 @ {194.5, 444.5} @ 82917.373065
1 @ {195.5, 444.5} @ 82917.389898
1 @ {205.5, 444} @ 82917.406382
1 @ {217, 442.5} @ 82917.423026
1 @ {221, 441.5} @ 82917.439777
3 @ {225.5, 439} @ 82917.456266
TOUCH_KIND: 3
0 @ {31, 213.5} @ 82923.723077
1 @ {36.5, 217.5} @ 82923.806358
1 @ {34.5, 247} @ 82923.823178
3 @ {34.5, 249} @ 82923.839532
TOUCH_KIND: 3
0 @ {110.5, 207.5} @ 82926.006361
1 @ {100.5, 226.5} @ 82926.056334
1 @ {97, 232.5} @ 82926.073216
1 @ {95.5, 235} @ 82926.089656
1 @ {95, 236.5} @ 82926.106419
1 @ {93, 237} @ 82926.122912
1 @ {91.5, 232} @ 82926.139643
3 @ {86, 217.5} @ 82926.156279
TOUCH_KIND: 3
0 @ {145, 302.5} @ 82929.556365
1 @ {134, 325} @ 82929.589587
1 @ {131.5, 329} @ 82929.606682
1 @ {131, 330.5} @ 82929.622979
1 @ {125.5, 339.5} @ 82929.639567
1 @ {118.5, 358} @ 82929.656339
1 @ {116, 367} @ 82929.672839
3 @ {114, 369} @ 82929.689389
TOUCH_KIND: 3
0 @ {148, 250.5} @ 82931.606394
1 @ {142.5, 269} @ 82931.657316
1 @ {137, 286.5} @ 82931.673381
1 @ {133.5, 292} @ 82931.689640
1 @ {130.5, 304.5} @ 82931.706320
1 @ {127.5, 319.5} @ 82931.723242
1 @ {120.5, 329} @ 82931.739677
3 @ {118.5, 331} @ 82931.756093
TOUCH_KIND: 3
0 @ {153, 272} @ 82934.239629
1 @ {148, 302.5} @ 82934.289574
1 @ {148, 307} @ 82934.306373
1 @ {148.5, 308} @ 82934.323163
1 @ {149, 310.5} @ 82934.339637
1 @ {149, 319} @ 82934.356254
1 @ {149, 338.5} @ 82934.373021
3 @ {149, 340.5} @ 82934.389608
TOUCH_KIND: 3
0 @ {136.5, 267} @ 82936.207470
1 @ {124.5, 272} @ 82936.223327
1 @ {121, 273} @ 82936.239859
1 @ {120, 273} @ 82936.256422
1 @ {119.5, 273} @ 82936.284674
1 @ {115.5, 273.5} @ 82936.289295
1 @ {92.5, 290} @ 82936.306206
3 @ {90.5, 292} @ 82936.322856
TOUCH_KIND: 3
0 @ {202, 316.5} @ 82939.756148
1 @ {182, 334} @ 82939.822991
1 @ {170.5, 342} @ 82939.839583
1 @ {161.5, 350} @ 82939.856295
1 @ {157.5, 354} @ 82939.872916
3 @ {155.5, 356} @ 82939.889460
TOUCH_KIND: 3
0 @ {200.5, 249.5} @ 82941.989645
1 @ {217, 264} @ 82942.089634
1 @ {226.5, 270} @ 82942.106633
1 @ {237.5, 279} @ 82942.122883
3 @ {244, 286} @ 82942.139652
TOUCH_KIND: 3
0 @ {198, 227.5} @ 82943.856356
1 @ {183.5, 252.5} @ 82943.906279
1 @ {180, 256.5} @ 82943.923245
1 @ {178.5, 258} @ 82943.939644
1 @ {175, 263} @ 82943.956389
1 @ {169, 271} @ 82943.972827
1 @ {166.5, 277.5} @ 82943.989503
3 @ {164.5, 279.5} @ 82944.006111
TOUCH_KIND: 3
0 @ {98.5, 230} @ 82950.923083
1 @ {88.5, 254} @ 82950.956215
1 @ {84.5, 258.5} @ 82950.973114
1 @ {77.5, 268.5} @ 82950.989567
1 @ {72, 285} @ 82951.006207
1 @ {70.5, 293.5} @ 82951.022923
3 @ {68.5, 295.5} @ 82951.039550
TOUCH_KIND: 3
0 @ {165.5, 196} @ 82952.906424
1 @ {158, 217} @ 82952.939560
1 @ {154, 224.5} @ 82952.956711
1 @ {153, 228.5} @ 82952.972996
1 @ {150, 236} @ 82952.989628
1 @ {146.5, 247.5} @ 82953.006347
1 @ {146, 257} @ 82953.022812
3 @ {144, 259} @ 82953.039528
TOUCH_KIND: 3
0 @ {112, 211.5} @ 82956.406311
1 @ {109, 239} @ 82956.456371
1 @ {108, 243} @ 82956.473364
1 @ {108, 245.5} @ 82956.489647
1 @ {108, 257.5} @ 82956.506443
1 @ {108, 269} @ 82956.522848
3 @ {108, 271} @ 82956.539414
TOUCH_KIND: 3
0 @ {113.5, 261.5} @ 82959.122961
1 @ {127.5, 282.5} @ 82959.172915
1 @ {131.5, 286} @ 82959.189630
1 @ {134.5, 289} @ 82959.206435
1 @ {142, 298} @ 82959.222871
1 @ {145, 301.5} @ 82959.239665
3 @ {147, 303.5} @ 82959.256275
TOUCH_KIND: 3
0 @ {129.5, 282.5} @ 82960.839494
1 @ {109.5, 301} @ 82960.889568
1 @ {99, 306} @ 82960.906516
1 @ {82.5, 323} @ 82960.923019
1 @ {77.5, 334.5} @ 82960.939477
3 @ {75.5, 336.5} @ 82960.956090
TOUCH_KIND: 3
0 @ {220.5, 270.5} @ 82964.673009
1 @ {225.5, 282.5} @ 82964.689733
1 @ {233.5, 295} @ 82964.706786
1 @ {235, 299} @ 82964.723163
1 @ {236.5, 302.5} @ 82964.739640
1 @ {238.5, 307.5} @ 82964.756506
1 @ {238.5, 315.5} @ 82964.773119
1 @ {246, 344.5} @ 82964.789769
3 @ {246, 346.5} @ 82964.806307
TOUCH_KIND: 3
0 @ {136, 240} @ 82966.339633
1 @ {120, 271} @ 82966.423035
1 @ {116, 275.5} @ 82966.439853
1 @ {110, 285} @ 82966.456212
1 @ {105.5, 297.5} @ 82966.473044
1 @ {103, 305} @ 82966.489483
3 @ {101, 307} @ 82966.506118
TOUCH_KIND: 3
0 @ {97.5, 254.5} @ 82967.956344
1 @ {70.5, 279} @ 82968.006260
1 @ {63.5, 281} @ 82968.023304
1 @ {55.5, 282.5} @ 82968.039553
1 @ {40, 292.5} @ 82968.056155
1 @ {35, 300} @ 82968.072878
1 @ {30, 315} @ 82968.089494
3 @ {28, 317} @ 82968.140400
TOUCH_KIND: 3
0 @ {66, 371} @ 82970.389556
1 @ {86, 384.5} @ 82970.456192
1 @ {90.5, 386.5} @ 82970.472995
1 @ {109.5, 399} @ 82970.489550
1 @ {117.5, 407} @ 82970.506245
3 @ {119.5, 409} @ 82970.522991
TOUCH_KIND: 3
0 @ {46, 336} @ 82972.223047
1 @ {46.5, 359.5} @ 82972.273012
1 @ {46, 368} @ 82972.290165
1 @ {46, 371} @ 82972.306301
1 @ {45.5, 373} @ 82972.323074
1 @ {45, 380.5} @ 82972.339470
1 @ {45, 390} @ 82972.356153
1 @ {45, 396} @ 82972.372965
3 @ {43.5, 398} @ 82972.389411
TOUCH_KIND: 3
0 @ {78.5, 315.5} @ 82973.972976
1 @ {83.5, 322.5} @ 82973.989758
1 @ {90, 334.5} @ 82974.006524
1 @ {94, 337.5} @ 82974.023093
1 @ {96, 338} @ 82974.039516
1 @ {97, 338} @ 82974.056289
1 @ {97.5, 338} @ 82974.073055
1 @ {98, 338} @ 82974.089733
1 @ {99, 338} @ 82974.106196
1 @ {104.5, 342} @ 82974.123071
1 @ {123, 355.5} @ 82974.139584
3 @ {125, 357.5} @ 82974.156023
TOUCH_KIND: 3
0 @ {102, 287} @ 82975.789549
1 @ {94, 312} @ 82975.823021
1 @ {93, 315.5} @ 82975.839878
1 @ {92.5, 316} @ 82975.856329
1 @ {96.5, 310.5} @ 82975.906211
3 @ {106.5, 290.5} @ 82975.922969
TOUCH_KIND: 3
0 @ {143.5, 267} @ 82977.522903
1 @ {126.5, 282.5} @ 82977.539985
1 @ {117.5, 289} @ 82977.556586
1 @ {115, 290} @ 82977.572974
1 @ {113.5, 290} @ 82977.589733
1 @ {109.5, 291} @ 82977.606339
1 @ {105.5, 294.5} @ 82977.622961
1 @ {93.5, 317.5} @ 82977.639685
3 @ {91.5, 319.5} @ 82977.656110
TOUCH_KIND: 3
0 @ {113.5, 263} @ 82979.139495
1 @ {137, 281} @ 82979.172904
1 @ {148.5, 289} @ 82979.189942
1 @ {151.5, 290.5} @ 82979.206428
1 @ {155, 292.5} @ 82979.223005
1 @ {167, 303} @ 82979.239614
1 @ {178.5, 317.5} @ 82979.256332
3 @ {180.5, 319.5} @ 82979.272764
TOUCH_KIND: 3
0 @ {118.5, 280.5} @ 82980.689547
1 @ {106, 302} @ 82980.740685
1 @ {105, 303.5} @ 82980.756703
1 @ {104.5, 303.5} @ 82980.772961
3 @ {115.5, 282} @ 82980.789440
TOUCH_KIND: 3
0 @ {75.5, 248} @ 82983.422866
1 @ {96.5, 270.5} @ 82983.456326
1 @ {102, 276.5} @ 82983.473237
1 @ {104.5, 279} @ 82983.489615
1 @ {105, 279.5} @ 82983.506443
1 @ {77.5, 253.5} @ 82983.539572
3 @ {75.5, 251.5} @ 82983.556370
TOUCH_KIND: 3
0 @ {169, 371.5} @ 82987.023022
1 @ {172.5, 383.5} @ 82987.089639
1 @ {174, 405} @ 82987.106443
1 @ {176, 416} @ 82987.123067
1 @ {176, 424} @ 82987.139707
1 @ {176, 429.5} @ 82987.156275
3 @ {177, 431.5} @ 82987.172876
TOUCH_KIND: 3
0 @ {221.5, 252} @ 82989.289566
1 @ {238.5, 273.5} @ 82989.306586
1 @ {240.5, 275.5} @ 82989.323336
1 @ {242, 276} @ 82989.339666
1 @ {245, 279.5} @ 82989.356311
1 @ {255, 291} @ 82989.373041
1 @ {259, 299.5} @ 82989.389504
3 @ {260.5, 311.5} @ 82989.406136
TOUCH_KIND: 3
0 @ {70.5, 358.5} @ 82992.106311
1 @ {68, 383} @ 82992.123437
1 @ {67, 389.5} @ 82992.140010
1 @ {66.5, 390} @ 82992.156349
1 @ {65, 391.5} @ 82992.172980
1 @ {57, 404.5} @ 82992.189783
1 @ {52.5, 420} @ 82992.206177
1 @ {49, 426.5} @ 82992.222837
3 @ {46.5, 428.5} @ 82992.239532
TOUCH_KIND: 3
0 @ {83, 314} @ 82994.889834
1 @ {74.5, 348.5} @ 82994.956293
1 @ {74.5, 364.5} @ 82994.973219
1 @ {74.5, 370.5} @ 82994.989689
1 @ {74.5, 374} @ 82995.006178
3 @ {75, 376} @ 82995.022742
TOUCH_KIND: 3
0 @ {44.5, 360.5} @ 82998.606212
1 @ {63, 387} @ 82998.673028
1 @ {65.5, 391.5} @ 82998.689674
1 @ {66, 394} @ 82998.706342
1 @ {74.5, 425} @ 82998.723142
3 @ {76.5, 427.5} @ 82998.739565
TOUCH_KIND: 3
0 @ {81.5, 332.5} @ 83001.073229
1 @ {94, 340.5} @ 83001.106220
1 @ {102, 344} @ 83001.123352
1 @ {109, 347.5} @ 83001.139678
1 @ {131, 360.5} @ 83001.156132
1 @ {132.5, 371} @ 83001.172975
3 @ {134.5, 373} @ 83001.189559
TOUCH_KIND: 3
0 @ {167.5, 242.5} @ 83004.872982
1 @ {181.5, 253.5} @ 83004.889727
1 @ {185, 255.5} @ 83004.906474
3 @ {172, 249} @ 83004.939482
TOUCH_KIND: 3
0 @ {186.5, 369} @ 83006.589604
1 @ {171.5, 338.5} @ 83006.606611
1 @ {171, 336.5} @ 83006.623191
1 @ {172, 336.5} @ 83006.639658
1 @ {172.5, 337.5} @ 83006.656429
1 @ {172.5, 339} @ 83006.689603
3 @ {175, 363} @ 83006.706377
TOUCH_KIND: 3
0 @ {152.5, 322.5} @ 83008.656307
1 @ {156, 328.5} @ 83008.707273
1 @ {133.5, 349.5} @ 83008.723324
1 @ {118.5, 358} @ 83008.739666
1 @ {93, 377} @ 83008.756125
3 @ {91, 379} @ 83008.772775
TOUCH_KIND: 3
0 @ {247.5, 340.5} @ 83012.506442
1 @ {232.5, 309.5} @ 83012.523038
1 @ {231, 306} @ 83012.539584
1 @ {232, 304.5} @ 83012.556500
1 @ {232.5, 304} @ 83012.572907
1 @ {245.5, 329.5} @ 83012.624038
3 @ {247.5, 331.5} @ 83012.639570
TOUCH_KIND: 3
0 @ {87, 310.5} @ 83014.506518
1 @ {85.5, 336.5} @ 83014.589532
3 @ {81, 347.5} @ 83014.606434
TOUCH_KIND: 3
0 @ {86.5, 284} @ 83016.339623
1 @ {73.5, 315} @ 83016.390795
1 @ {68, 320} @ 83016.406746
1 @ {58, 345} @ 83016.422930
1 @ {58.5, 351.5} @ 83016.439472
3 @ {58.5, 353.5} @ 83016.456116
TOUCH_KIND: 3
0 @ {216.5, 264.5} @ 83019.256417
1 @ {199.5, 250} @ 83019.307411
1 @ {188.5, 241.5} @ 83019.323179
1 @ {178.5, 232.5} @ 83019.339591
3 @ {176.5, 230.5} @ 83019.356150
TOUCH_KIND: 3
0 @ {74.5, 387} @ 83021.639535
1 @ {80, 420.5} @ 83021.706162
1 @ {81, 432} @ 83021.723273
1 @ {81, 435} @ 83021.739620
1 @ {77.5, 438} @ 83021.756161
3 @ {67.5, 445} @ 83021.772842
TOUCH_KIND: 3
0 @ {170.5, 376} @ 83024.456186
1 @ {170.5, 367.5} @ 83024.472862
1 @ {180.5, 343} @ 83024.489808
1 @ {182.5, 338.5} @ 83024.506375
1 @ {183, 336} @ 83024.522940
1 @ {187.5, 313.5} @ 83024.539663
3 @ {189.5, 311.5} @ 83024.556081
TOUCH_KIND: 3
0 @ {121, 342.5} @ 83026.356380
1 @ {127, 347.5} @ 83026.373251
1 @ {129.5, 347.5} @ 83026.389856
1 @ {130, 347.5} @ 83026.406436
1 @ {130.5, 347.5} @ 83026.423008
1 @ {138.5, 352.5} @ 83026.439622
1 @ {153.5, 367} @ 83026.456355
3 @ {155.5, 369} @ 83026.472782
TOUCH_KIND: 3
0 @ {82, 331.5} @ 83027.856182
1 @ {97.5, 345} @ 83027.889588
1 @ {105.5, 349.5} @ 83027.906524
1 @ {107.5, 350} @ 83027.923291
1 @ {112, 351.5} @ 83027.939673
1 @ {129, 366.5} @ 83027.956163
1 @ {133, 374.5} @ 83027.972894
3 @ {135, 376.5} @ 83027.989418
TOUCH_KIND: 3
0 @ {64, 328} @ 83029.489621
1 @ {85.5, 341.5} @ 83029.522909
1 @ {91, 344} @ 83029.539866
1 @ {93.5, 344.5} @ 83029.556427
1 @ {95, 344.5} @ 83029.572977
1 @ {98.5, 346} @ 83029.589668
1 @ {110.5, 353} @ 83029.606402
1 @ {117.5, 361} @ 83029.622833
3 @ {119.5, 363} @ 83029.639425
TOUCH_KIND: 3
0 @ {90.5, 348.5} @ 83031.258518
1 @ {106.5, 315.5} @ 83031.306314
3 @ {108.5, 313.5} @ 83031.323104
TOUCH_KIND: 3
0 @ {92.5, 301.5} @ 83032.972870
1 @ {116, 312.5} @ 83033.023972
1 @ {122.5, 316.5} @ 83033.040046
1 @ {123, 317} @ 83033.056307
1 @ {122.5, 317.5} @ 83033.072999
1 @ {82.5, 303} @ 83033.089774
3 @ {80.5, 301} @ 83033.106084
TOUCH_KIND: 3
0 @ {72, 357.5} @ 83034.589702
1 @ {74.5, 327.5} @ 83034.606568
1 @ {75.5, 324.5} @ 83034.623244
1 @ {75.5, 323.5} @ 83034.639770
1 @ {76, 318} @ 83034.656310
1 @ {81, 300.5} @ 83034.672818
3 @ {83, 298.5} @ 83034.689502
TOUCH_KIND: 3
0 @ {207.5, 412.5} @ 83038.123048
1 @ {214.5, 433} @ 83038.189579
1 @ {216.5, 435} @ 83038.206481
1 @ {222, 443} @ 83038.223040
1 @ {227, 450.5} @ 83038.239914
1 @ {227, 454.5} @ 83038.256333
3 @ {228.5, 456.5} @ 83038.272951
TOUCH_KIND: 3
0 @ {72.5, 380.5} @ 83040.823091
1 @ {77.5, 394.5} @ 83040.873033
1 @ {80.5, 397.5} @ 83040.889595
1 @ {90, 411.5} @ 83040.906220
1 @ {92, 417.5} @ 83040.922992
1 @ {89.5, 422} @ 83040.939562
3 @ {87.5, 424} @ 83040.956046
TOUCH_KIND: 3
0 @ {104.5, 355.5} @ 83042.523021
1 @ {102.5, 358.5} @ 83042.589673
1 @ {108, 348.5} @ 83042.606465
1 @ {116.5, 327} @ 83042.622886
1 @ {115.5, 308.5} @ 83042.639620
3 @ {114, 306.5} @ 83042.656063
TOUCH_KIND: 3
0 @ {86, 367.5} @ 83044.922992
1 @ {85.5, 392.5} @ 83044.939774
1 @ {84.5, 397} @ 83044.956310
1 @ {84, 398} @ 83044.972935
1 @ {82.5, 408} @ 83044.989750
1 @ {76.5, 420} @ 83045.006336
1 @ {75, 424.5} @ 83045.022940
3 @ {73, 427} @ 83045.039676
TOUCH_KIND: 3
0 @ {150, 306} @ 83048.156292
1 @ {164, 320.5} @ 83048.173399
1 @ {165.5, 323.5} @ 83048.189895
1 @ {165.5, 325.5} @ 83048.206324
1 @ {168, 331.5} @ 83048.223104
3 @ {185.5, 351.5} @ 83048.239509
TOUCH_KIND: 3
0 @ {58, 346.5} @ 83051.056348
1 @ {64, 352} @ 83051.107228
1 @ {86, 364} @ 83051.123293
1 @ {96.5, 372.5} @ 83051.139641
1 @ {115.5, 389.5} @ 83051.156125
1 @ {117, 399} @ 83051.172983
3 @ {118, 401} @ 83051.189413
TOUCH_KIND: 3
0 @ {70, 266.5} @ 83052.989663
1 @ {74, 274} @ 83053.006616
1 @ {79, 295.5} @ 83053.023241
1 @ {79, 300} @ 83053.039848
1 @ {77.5, 303.5} @ 83053.056336
1 @ {76.5, 332} @ 83053.072951
3 @ {76.5, 334} @ 83053.089456
TOUCH_KIND: 3
0 @ {121.5, 379.5} @ 83055.322965
1 @ {116.5, 399} @ 83055.339740
1 @ {116, 399} @ 83055.356461
1 @ {114, 399} @ 83055.372981
1 @ {105, 416.5} @ 83055.389513
1 @ {98, 427.5} @ 83055.406236
3 @ {96, 429.5} @ 83055.422905
TOUCH_KIND: 3
0 @ {101.5, 324.5} @ 83057.039497
1 @ {106.5, 330} @ 83057.056526
1 @ {108, 332.5} @ 83057.073138
1 @ {108, 333.5} @ 83057.089492
1 @ {123.5, 341.5} @ 83057.106456
1 @ {127.5, 344.5} @ 83057.123005
1 @ {145.5, 353} @ 83057.139610
1 @ {156, 359.5} @ 83057.156296
1 @ {157, 366} @ 83057.172821
1 @ {154.5, 376.5} @ 83057.189492
3 @ {152.5, 378.5} @ 83057.206156
TOUCH_KIND: 3
0 @ {82.5, 350.5} @ 83058.622951
1 @ {94, 330} @ 83058.639811
1 @ {97.5, 325.5} @ 83058.656683
1 @ {98.5, 324} @ 83058.672988
1 @ {99.5, 323} @ 83058.689667
1 @ {100, 315.5} @ 83058.706409
3 @ {102, 313.5} @ 83058.722763
TOUCH_KIND: 3
0 @ {122, 277} @ 83060.239525
1 @ {136, 287.5} @ 83060.290745
1 @ {146.5, 293} @ 83060.306624
1 @ {160, 302} @ 83060.322843
1 @ {168, 314.5} @ 83060.339492
3 @ {169, 328.5} @ 83060.356340
TOUCH_KIND: 3
0 @ {150, 376} @ 83062.789567
1 @ {155.5, 399.5} @ 83062.839579
1 @ {162.5, 422} @ 83062.856268
1 @ {164, 427.5} @ 83062.872934
1 @ {163.5, 429.5} @ 83062.889527
3 @ {157, 437} @ 83062.906051
TOUCH_KIND: 3
0 @ {101, 330.5} @ 83064.506210
1 @ {87.5, 322} @ 83064.523255
1 @ {86.5, 321.5} @ 83064.540009
1 @ {86, 321.5} @ 83064.572917
1 @ {85, 321.5} @ 83064.589755
3 @ {83, 321.5} @ 83064.606160
TOUCH_KIND: 3
0 @ {92.5, 422} @ 83067.023031
1 @ {101, 434} @ 83067.039694
1 @ {106, 439} @ 83067.056389
1 @ {108, 441} @ 83067.073094
1 @ {123, 455.5} @ 83067.089595
3 @ {125, 457.5} @ 83067.106216
TOUCH_KIND: 3
0 @ {53.5, 412.5} @ 83070.139519
1 @ {58, 416.5} @ 83070.206126
1 @ {58, 437.5} @ 83070.223071
1 @ {61.5, 455.5} @ 83070.239490
1 @ {64.5, 463} @ 83070.256301
1 @ {64, 469.5} @ 83070.273058
3 @ {63.5, 471.5} @ 83070.289445
TOUCH_KIND: 3
0 @ {56, 354} @ 83072.339783
1 @ {61, 360} @ 83072.356500
1 @ {63.5, 365.5} @ 83072.373147
1 @ {64, 366.5} @ 83072.389665
1 @ {72.5, 370.5} @ 83072.406282
1 @ {85, 374} @ 83072.422962
1 @ {100.5, 379.5} @ 83072.439759
1 @ {119.5, 387} @ 83072.456132
1 @ {123.5, 391} @ 83072.472885
1 @ {123, 397} @ 83072.489642
3 @ {115.5, 410} @ 83072.506177
TOUCH_KIND: 3
0 @ {49, 332.5} @ 83077.106203
1 @ {51, 336.5} @ 83077.123214
1 @ {51, 339} @ 83077.139882
1 @ {59.5, 362.5} @ 83077.156308
1 @ {61, 364.5} @ 83077.172964
1 @ {64.5, 373.5} @ 83077.206195
1 @ {67.5, 382.5} @ 83077.222802
1 @ {66.5, 384.5} @ 83077.239558
3 @ {66.5, 386.5} @ 83077.256112
TOUCH_KIND: 3
0 @ {98.5, 316} @ 83079.306282
1 @ {96.5, 336.5} @ 83079.356340
1 @ {95, 340} @ 83079.373236
1 @ {93, 340} @ 83079.389645
1 @ {85.5, 340} @ 83079.406402
1 @ {73.5, 369.5} @ 83079.423032
3 @ {71.5, 371.5} @ 83079.439471
TOUCH_KIND: 3
0 @ {167, 365.5} @ 83082.056260
1 @ {166, 383.5} @ 83082.089856
1 @ {164.5, 390} @ 83082.106366
1 @ {163.5, 391.5} @ 83082.123008
1 @ {160.5, 397} @ 83082.139785
1 @ {149.5, 418.5} @ 83082.156192
3 @ {147.5, 420.5} @ 83082.172824
TOUCH_KIND: 3
0 @ {94, 481} @ 83084.772893
1 @ {110, 494} @ 83084.806305
1 @ {114, 495} @ 83084.823074

1 @ {130.5, 501} @ 83084.839519
